participant,video,frame_rate
affd9da8-4afb-4526-a83c-04cb81c8f212,Disgust_10_1907,24.297520661157026
affd9da8-4afb-4526-a83c-04cb81c8f212,Disgust_7_1425,24.125
affd9da8-4afb-4526-a83c-04cb81c8f212,Disgust_8_1441,24.75
affd9da8-4afb-4526-a83c-04cb81c8f212,Fear_0_1375,24.25
affd9da8-4afb-4526-a83c-04cb81c8f212,Fear_1_1422,24.17218543046358
affd9da8-4afb-4526-a83c-04cb81c8f212,Fear_8_0190,24.5
affd9da8-4afb-4526-a83c-04cb81c8f212,Joy_6_1953,24.125
affd9da8-4afb-4526-a83c-04cb81c8f212,Joy_8_1712,24.25
affd9da8-4afb-4526-a83c-04cb81c8f212,Joy_9_1363,24.125
affd9da8-4afb-4526-a83c-04cb81c8f212,Sadness_12_1587,24.202898550724637
affd9da8-4afb-4526-a83c-04cb81c8f212,Sadness_15_1485,24.25
affd9da8-4afb-4526-a83c-04cb81c8f212,Sadness_6_0059,24.25
affd9da8-4afb-4526-a83c-04cb81c8f212,Surprise_10_1234,24.288840262582056
affd9da8-4afb-4526-a83c-04cb81c8f212,Surprise_2_1277,24.215686274509807
affd9da8-4afb-4526-a83c-04cb81c8f212,Surprise_9_1899,24.288617886178862
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Anger_0_1310,30.0
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Anger_12_0595,29.834254143646408
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Anger_2_0681,30.0
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Disgust_11_1940,30.0
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Disgust_4_0929,29.939393939393938
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Disgust_5_1044,30.125
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Fear_3_0025,30.125
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Fear_4_1964,19.23076923076923
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Fear_7_1779,29.87903225806452
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Joy_3_2034,30.125
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Joy_4_1938,30.0
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Joy_8_1712,30.25
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Sadness_15_1485,30.125
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Sadness_2_1259,30.125
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Sadness_3_0975,30.291970802919714
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Surprise_1_0976,30.125
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Surprise_2_1277,30.000000000000004
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Surprise_3_1433,16.666666666666668
d4a311fe-822d-47cd-87bd-9085d7072822,Anger_12_0595,15.027624309392264
d4a311fe-822d-47cd-87bd-9085d7072822,Anger_2_0681,14.75
d4a311fe-822d-47cd-87bd-9085d7072822,Anger_5_0733,15.0
d4a311fe-822d-47cd-87bd-9085d7072822,Disgust_1_0235,14.875
d4a311fe-822d-47cd-87bd-9085d7072822,Disgust_3_0876,15.0
d4a311fe-822d-47cd-87bd-9085d7072822,Disgust_5_1044,14.75
d4a311fe-822d-47cd-87bd-9085d7072822,Fear_0_1375,14.75
d4a311fe-822d-47cd-87bd-9085d7072822,Fear_1_1422,15.066225165562916
d4a311fe-822d-47cd-87bd-9085d7072822,Fear_8_0190,15.0
d4a311fe-822d-47cd-87bd-9085d7072822,Joy_2_1034,14.875
d4a311fe-822d-47cd-87bd-9085d7072822,Joy_4_1938,14.875
d4a311fe-822d-47cd-87bd-9085d7072822,Joy_9_1363,14.75
d4a311fe-822d-47cd-87bd-9085d7072822,Sadness_12_1587,14.927536231884057
d4a311fe-822d-47cd-87bd-9085d7072822,Sadness_3_0975,15.085158150851584
d4a311fe-822d-47cd-87bd-9085d7072822,Sadness_9_1164,15.0
d4a311fe-822d-47cd-87bd-9085d7072822,Surprise_10_1234,15.098468271334792
d4a311fe-822d-47cd-87bd-9085d7072822,Surprise_2_1277,14.901960784313726
d4a311fe-822d-47cd-87bd-9085d7072822,Surprise_6_0602,15.0
d7671537-ee80-4023-bcb6-44dfea43107d,Anger_12_0595,29.889502762430936
d7671537-ee80-4023-bcb6-44dfea43107d,Anger_1_0218,29.75
d7671537-ee80-4023-bcb6-44dfea43107d,Anger_7_0414,29.867549668874172
d7671537-ee80-4023-bcb6-44dfea43107d,Disgust_11_1940,29.863013698630137
d7671537-ee80-4023-bcb6-44dfea43107d,Disgust_3_0876,29.75
d7671537-ee80-4023-bcb6-44dfea43107d,Disgust_5_1044,29.875
d7671537-ee80-4023-bcb6-44dfea43107d,Fear_4_1964,29.945054945054945
d7671537-ee80-4023-bcb6-44dfea43107d,Fear_5_0137,29.875
d7671537-ee80-4023-bcb6-44dfea43107d,Fear_6_0687,29.952830188679243
d7671537-ee80-4023-bcb6-44dfea43107d,Joy_5_0380,29.875
d7671537-ee80-4023-bcb6-44dfea43107d,Joy_8_1712,29.875
d7671537-ee80-4023-bcb6-44dfea43107d,Joy_9_1363,29.875
d7671537-ee80-4023-bcb6-44dfea43107d,Sadness_12_1587,29.855072463768114
d7671537-ee80-4023-bcb6-44dfea43107d,Sadness_2_1259,29.75
d7671537-ee80-4023-bcb6-44dfea43107d,Sadness_6_0059,29.875
d7671537-ee80-4023-bcb6-44dfea43107d,Surprise_3_1433,29.970760233918128
d7671537-ee80-4023-bcb6-44dfea43107d,Surprise_4_1436,29.875
d7671537-ee80-4023-bcb6-44dfea43107d,Surprise_5_0468,29.875
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Anger_12_0595,15.027624309392264
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Anger_15_1260,16.037735849056606
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Anger_8_0971,14.875
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Disgust_11_1940,14.863013698630137
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Disgust_7_1425,14.75
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Disgust_8_1441,15.625
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Fear_1_1422,15.12141280353201
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Fear_6_0687,15.80188679245283
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Fear_9_1172,14.833333333333334
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Joy_3_2034,14.875
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Joy_7_0593,14.88888888888889
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Joy_9_1363,14.75
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Sadness_6_0059,16.375
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Sadness_8_0226,14.75
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Sadness_9_1164,14.875
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Surprise_1_0976,14.75
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Surprise_4_1436,18.75
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Surprise_6_0602,15.25
