model,frame,axis,value
affectnet7,91,Disgust,0.0012543039629235864
affectnet7,91,Angry,0.004050846677273512
affectnet7,92,Neutral,0.048408277332782745
affectnet7,92,Happy,0.9352766871452332
affectnet7,92,Sad,0.0108191454783082
affectnet7,92,Surprise,0.0008146087056957185
affectnet7,92,Fear,0.000593970122281462
affectnet7,92,Disgust,0.0010632203193381429
affectnet7,92,Angry,0.003024194622412324
affectnet7,93,Neutral,0.04021172225475311
affectnet7,93,Happy,0.9496152997016907
affectnet7,93,Sad,0.00590449059382081
affectnet7,93,Surprise,0.000452158332336694
affectnet7,93,Fear,0.0002795453474391252
affectnet7,93,Disgust,0.0009290227899327874
affectnet7,93,Angry,0.002607870614156127
affectnet7,94,Neutral,0.035412415862083435
affectnet7,94,Happy,0.956262469291687
affectnet7,94,Sad,0.004542269743978977
affectnet7,94,Surprise,0.00042218476301059127
affectnet7,94,Fear,0.00025435187853872776
affectnet7,94,Disgust,0.0008441662066616118
affectnet7,94,Angry,0.0022621036041527987
affectnet7,95,Neutral,0.03769836574792862
affectnet7,95,Happy,0.9533101916313171
affectnet7,95,Sad,0.005055819638073444
affectnet7,95,Surprise,0.00043030071537941694
affectnet7,95,Fear,0.00025644234847277403
affectnet7,95,Disgust,0.000849245407152921
affectnet7,95,Angry,0.0023996769450604916
affectnet7,96,Neutral,0.040683869272470474
affectnet7,96,Happy,0.9493786096572876
affectnet7,96,Sad,0.005419795401394367
affectnet7,96,Surprise,0.0005162169109098613
affectnet7,96,Fear,0.00032889528665691614
affectnet7,96,Disgust,0.0009993530111387372
affectnet7,96,Angry,0.00267331232316792
affectnet7,97,Neutral,0.03746160864830017
affectnet7,97,Happy,0.9530748128890991
affectnet7,97,Sad,0.005248599220067263
affectnet7,97,Surprise,0.0003859095158986747
affectnet7,97,Fear,0.0002434058696962893
affectnet7,97,Disgust,0.0009198226034641266
affectnet7,97,Angry,0.002665875479578972
affectnet7,98,Neutral,0.03992149978876114
affectnet7,98,Happy,0.9484764933586121
affectnet7,98,Sad,0.0066217295825481415
affectnet7,98,Surprise,0.0005519347032532096
affectnet7,98,Fear,0.0003838110715150833
affectnet7,98,Disgust,0.001077825902029872
affectnet7,98,Angry,0.0029665722977370024
affectnet7,99,Neutral,0.04118796065449715
affectnet7,99,Happy,0.9460461139678955
affectnet7,99,Sad,0.0077455234713852406
affectnet7,99,Surprise,0.0006756886723451316
affectnet7,99,Fear,0.00048107217298820615
affectnet7,99,Disgust,0.0010917095933109522
affectnet7,99,Angry,0.0027719088830053806
affectnet7,100,Neutral,0.04144703224301338
affectnet7,100,Happy,0.9463680386543274
affectnet7,100,Sad,0.007569091860204935
affectnet7,100,Surprise,0.0006036312552168965
affectnet7,100,Fear,0.000412479363149032
affectnet7,100,Disgust,0.0010084795067086816
affectnet7,100,Angry,0.002591280732303858
affectnet7,101,Neutral,0.04271320253610611
affectnet7,101,Happy,0.9451819658279419
affectnet7,101,Sad,0.00698749627918005
affectnet7,101,Surprise,0.0007822453044354916
affectnet7,101,Fear,0.0004893431905657053
affectnet7,101,Disgust,0.0011174248065799475
affectnet7,101,Angry,0.0027283509261906147
affectnet7,102,Neutral,0.04461275041103363
affectnet7,102,Happy,0.9434226155281067
affectnet7,102,Sad,0.0072134630754590034
affectnet7,102,Surprise,0.0006605616072192788
affectnet7,102,Fear,0.00039248811663128436
affectnet7,102,Disgust,0.0010002334602177143
affectnet7,102,Angry,0.002697966294363141
affectnet7,103,Neutral,0.04388239607214928
affectnet7,103,Happy,0.9456887245178223
affectnet7,103,Sad,0.006177285686135292
affectnet7,103,Surprise,0.0005033903289586306
affectnet7,103,Fear,0.0002930334594566375
affectnet7,103,Disgust,0.0009553175768814981
affectnet7,103,Angry,0.0024998760782182217
affectnet7,104,Neutral,0.041925184428691864
affectnet7,104,Happy,0.9484171271324158
affectnet7,104,Sad,0.0054935915395617485
affectnet7,104,Surprise,0.0004639638355001807
affectnet7,104,Fear,0.00024945411132648587
affectnet7,104,Disgust,0.0009518788428977132
affectnet7,104,Angry,0.0024988651275634766
affectnet7,105,Neutral,0.046561628580093384
affectnet7,105,Happy,0.9427516460418701
affectnet7,105,Sad,0.00633390573784709
affectnet7,105,Surprise,0.0004686880565714091
affectnet7,105,Fear,0.00026708273799158633
affectnet7,105,Disgust,0.0009569390676915646
affectnet7,105,Angry,0.0026599785778671503
affectnet7,106,Neutral,0.05548801273107529
affectnet7,106,Happy,0.9327208995819092
affectnet7,106,Sad,0.007011716719716787
affectnet7,106,Surprise,0.0004219926777295768
affectnet7,106,Fear,0.00023718146258033812
affectnet7,106,Disgust,0.0009429413476027548
affectnet7,106,Angry,0.0031773655209690332
affectnet7,107,Neutral,0.06735339760780334
affectnet7,107,Happy,0.9170113205909729
affectnet7,107,Sad,0.009355735033750534
affectnet7,107,Surprise,0.0004757035640068352
affectnet7,107,Fear,0.0003086659708060324
affectnet7,107,Disgust,0.0012085257330909371
affectnet7,107,Angry,0.004286632873117924
affectnet7,108,Neutral,0.07364029437303543
affectnet7,108,Happy,0.9074953198432922
affectnet7,108,Sad,0.011587105691432953
affectnet7,108,Surprise,0.0005701613845303655
affectnet7,108,Fear,0.00043197008199058473
affectnet7,108,Disgust,0.0014791216235607862
affectnet7,108,Angry,0.004796063993126154
affectnet7,109,Neutral,0.07358671724796295
affectnet7,109,Happy,0.9091403484344482
affectnet7,109,Sad,0.010498876683413982
affectnet7,109,Surprise,0.0004576327628456056
affectnet7,109,Fear,0.00032593164360150695
affectnet7,109,Disgust,0.001450547482818365
affectnet7,109,Angry,0.004539963323622942
affectnet7,110,Neutral,0.08323454856872559
affectnet7,110,Happy,0.89829421043396
affectnet7,110,Sad,0.010597040876746178
affectnet7,110,Surprise,0.0007225396111607552
affectnet7,110,Fear,0.00045017452794127166
affectnet7,110,Disgust,0.0016043074429035187
affectnet7,110,Angry,0.005097275134176016
affectnet7,111,Neutral,0.09228309988975525
affectnet7,111,Happy,0.8830719590187073
affectnet7,111,Sad,0.015743238851428032
affectnet7,111,Surprise,0.0008026287541724741
affectnet7,111,Fear,0.0006207551341503859
affectnet7,111,Disgust,0.0018483309540897608
affectnet7,111,Angry,0.005629966966807842
affectnet7,112,Neutral,0.09374147653579712
affectnet7,112,Happy,0.8873096108436584
affectnet7,112,Sad,0.010405088774859905
affectnet7,112,Surprise,0.0009175739833153784
affectnet7,112,Fear,0.0006549411918967962
affectnet7,112,Disgust,0.0014311588602140546
affectnet7,112,Angry,0.005540073849260807
affectnet7,113,Neutral,0.09227997064590454
affectnet7,113,Happy,0.8821560740470886
affectnet7,113,Sad,0.015587344765663147
affectnet7,113,Surprise,0.0009274683543480933
affectnet7,113,Fear,0.0007295006653293967
affectnet7,113,Disgust,0.002158775459975004
affectnet7,113,Angry,0.006161023396998644
affectnet7,114,Neutral,0.08801877498626709
affectnet7,114,Happy,0.8883805274963379
affectnet7,114,Sad,0.014530051499605179
affectnet7,114,Surprise,0.0008565498283132911
affectnet7,114,Fear,0.0007020430057309568
affectnet7,114,Disgust,0.0019773386884480715
affectnet7,114,Angry,0.005534738767892122
affectnet7,115,Neutral,0.08796054869890213
affectnet7,115,Happy,0.8887276649475098
affectnet7,115,Sad,0.014671252109110355
affectnet7,115,Surprise,0.0007472572033293545
affectnet7,115,Fear,0.0005600974545814097
affectnet7,115,Disgust,0.00181208539288491
affectnet7,115,Angry,0.005521190818399191
affectnet7,116,Neutral,0.0884297639131546
affectnet7,116,Happy,0.8928213119506836
affectnet7,116,Sad,0.009928058832883835
affectnet7,116,Surprise,0.0008345291134901345
affectnet7,116,Fear,0.0006214150344021618
affectnet7,116,Disgust,0.0013794178375974298
affectnet7,116,Angry,0.005985515657812357
affectnet7,117,Neutral,0.10162574797868729
affectnet7,117,Happy,0.8657707571983337
affectnet7,117,Sad,0.020573517307639122
affectnet7,117,Surprise,0.0010950500145554543
affectnet7,117,Fear,0.0010209752945229411
affectnet7,117,Disgust,0.00222656293772161
affectnet7,117,Angry,0.00768743921071291
affectnet7,118,Neutral,0.11554926633834839
affectnet7,118,Happy,0.849153995513916
affectnet7,118,Sad,0.02253299206495285
affectnet7,118,Surprise,0.0010821499163284898
affectnet7,118,Fear,0.0010106480913236737
affectnet7,118,Disgust,0.002278618048876524
affectnet7,118,Angry,0.00839228555560112
affectnet7,119,Neutral,0.10961505770683289
affectnet7,119,Happy,0.8568754196166992
affectnet7,119,Sad,0.01984313875436783
affectnet7,119,Surprise,0.0014487385051324964
affectnet7,119,Fear,0.0013357781572267413
affectnet7,119,Disgust,0.0025426114443689585
affectnet7,119,Angry,0.008339148946106434
affectnet7,120,Neutral,0.11535846441984177
affectnet7,120,Happy,0.8477987051010132
affectnet7,120,Sad,0.022174132987856865
affectnet7,120,Surprise,0.0015854703960940242
affectnet7,120,Fear,0.00155460590030998
affectnet7,120,Disgust,0.0026846083346754313
affectnet7,120,Angry,0.008843966759741306
affectnet7,121,Neutral,0.12555895745754242
affectnet7,121,Happy,0.8284367322921753
affectnet7,121,Sad,0.029913099482655525
affectnet7,121,Surprise,0.0012391881318762898
affectnet7,121,Fear,0.0013613752089440823
affectnet7,121,Disgust,0.002822037786245346
affectnet7,121,Angry,0.010668633505702019
affectnet7,122,Neutral,0.11992449313402176
affectnet7,122,Happy,0.8402175903320312
affectnet7,122,Sad,0.02518380805850029
affectnet7,122,Surprise,0.0011187877971678972
affectnet7,122,Fear,0.0011499946704134345
affectnet7,122,Disgust,0.0027900002896785736
affectnet7,122,Angry,0.009615440852940083
affectnet7,123,Neutral,0.119933120906353
affectnet7,123,Happy,0.8396868109703064
affectnet7,123,Sad,0.02579697221517563
affectnet7,123,Surprise,0.001097398460842669
affectnet7,123,Fear,0.0011132484069094062
affectnet7,123,Disgust,0.0027108716312795877
affectnet7,123,Angry,0.009661584161221981
affectnet7,124,Neutral,0.12142432481050491
affectnet7,124,Happy,0.8477289080619812
affectnet7,124,Sad,0.01568862609565258
affectnet7,124,Surprise,0.001173733500763774
affectnet7,124,Fear,0.001093480852432549
affectnet7,124,Disgust,0.0019663639832288027
affectnet7,124,Angry,0.010924625210464
affectnet7,125,Neutral,0.12493541091680527
affectnet7,125,Happy,0.8375191688537598
affectnet7,125,Sad,0.022651776671409607
affectnet7,125,Surprise,0.0009842060972005129
affectnet7,125,Fear,0.0009477876010350883
affectnet7,125,Disgust,0.002661022124812007
affectnet7,125,Angry,0.010300531052052975
affectnet7,126,Neutral,0.12108761072158813
affectnet7,126,Happy,0.8439093232154846
affectnet7,126,Sad,0.021128403022885323
affectnet7,126,Surprise,0.0010105136316269636
affectnet7,126,Fear,0.0009275877964682877
affectnet7,126,Disgust,0.0024074348621070385
affectnet7,126,Angry,0.009529183618724346
affectnet7,127,Neutral,0.12464535981416702
affectnet7,127,Happy,0.8408502340316772
affectnet7,127,Sad,0.020525580272078514
affectnet7,127,Surprise,0.0012023253366351128
affectnet7,127,Fear,0.0010204932186752558
affectnet7,127,Disgust,0.002188403159379959
affectnet7,127,Angry,0.009567617438733578
affectnet7,128,Neutral,0.12476954609155655
affectnet7,128,Happy,0.8395243883132935
affectnet7,128,Sad,0.021606232970952988
affectnet7,128,Surprise,0.0010263720760121942
affectnet7,128,Fear,0.0009833256481215358
affectnet7,128,Disgust,0.002444236306473613
affectnet7,128,Angry,0.00964592956006527
affectnet7,129,Neutral,0.11964742839336395
affectnet7,129,Happy,0.8444376587867737
affectnet7,129,Sad,0.0220184363424778
affectnet7,129,Surprise,0.001104985480196774
affectnet7,129,Fear,0.001033688080497086
affectnet7,129,Disgust,0.0025356451515108347
affectnet7,129,Angry,0.009222225286066532
affectnet7,130,Neutral,0.11715639382600784
affectnet7,130,Happy,0.8448276519775391
affectnet7,130,Sad,0.024139605462551117
affectnet7,130,Surprise,0.000983256264589727
affectnet7,130,Fear,0.0009998396271839738
affectnet7,130,Disgust,0.0026774259749799967
affectnet7,130,Angry,0.009215940721333027
affectnet7,131,Neutral,0.12684915959835052
affectnet7,131,Happy,0.8357707858085632
affectnet7,131,Sad,0.022655339911580086
affectnet7,131,Surprise,0.0010707121109589934
affectnet7,131,Fear,0.0009801883716136217
affectnet7,131,Disgust,0.0026129630859941244
affectnet7,131,Angry,0.010060775093734264
affectnet7,132,Neutral,0.1357913613319397
affectnet7,132,Happy,0.8256893157958984
affectnet7,132,Sad,0.02345816232264042
affectnet7,132,Surprise,0.0012490461813285947
affectnet7,132,Fear,0.0011411318555474281
affectnet7,132,Disgust,0.0025960870552808046
affectnet7,132,Angry,0.010074867866933346
affectnet7,133,Neutral,0.132660374045372
affectnet7,133,Happy,0.8376487493515015
affectnet7,133,Sad,0.015233448706567287
affectnet7,133,Surprise,0.0009506256319582462
affectnet7,133,Fear,0.0008475966169498861
affectnet7,133,Disgust,0.002181794960051775
affectnet7,133,Angry,0.010477451607584953
affectnet7,134,Neutral,0.1294102668762207
affectnet7,134,Happy,0.8418477773666382
affectnet7,134,Sad,0.015312139876186848
affectnet7,134,Surprise,0.0009238074417226017
affectnet7,134,Fear,0.0008144304156303406
affectnet7,134,Disgust,0.0019336957484483719
affectnet7,134,Angry,0.009758044965565205
affectnet7,135,Neutral,0.13671408593654633
affectnet7,135,Happy,0.8336110711097717
affectnet7,135,Sad,0.01517949067056179
affectnet7,135,Surprise,0.001016827649436891
affectnet7,135,Fear,0.0008860736852511764
affectnet7,135,Disgust,0.0020401182118803263
affectnet7,135,Angry,0.010552367195487022
affectnet7,136,Neutral,0.12883083522319794
affectnet7,136,Happy,0.8425783514976501
affectnet7,136,Sad,0.015191118232905865
affectnet7,136,Surprise,0.0011613056994974613
affectnet7,136,Fear,0.0009852625662460923
affectnet7,136,Disgust,0.0020285900682210922
affectnet7,136,Angry,0.009224575944244862
affectnet7,137,Neutral,0.12668001651763916
affectnet7,137,Happy,0.8466127514839172
affectnet7,137,Sad,0.013352987356483936
affectnet7,137,Surprise,0.0010136121418327093
affectnet7,137,Fear,0.0008574975072406232
affectnet7,137,Disgust,0.0018354615895077586
affectnet7,137,Angry,0.009647730737924576
affectnet7,138,Neutral,0.1276347041130066
affectnet7,138,Happy,0.8454917669296265
affectnet7,138,Sad,0.013546665199100971
affectnet7,138,Surprise,0.0010352928657084703
affectnet7,138,Fear,0.0008494839421473444
affectnet7,138,Disgust,0.0019603967666625977
affectnet7,138,Angry,0.009481768123805523
affectnet7,139,Neutral,0.13036201894283295
affectnet7,139,Happy,0.8264423608779907
affectnet7,139,Sad,0.025978749617934227
affectnet7,139,Surprise,0.0016536846524104476
affectnet7,139,Fear,0.0016364275943487883
affectnet7,139,Disgust,0.003163809422403574
affectnet7,139,Angry,0.0107630779966712
affectnet7,140,Neutral,0.12654326856136322
affectnet7,140,Happy,0.8352372050285339
affectnet7,140,Sad,0.02278040163218975
affectnet7,140,Surprise,0.0014593609375879169
affectnet7,140,Fear,0.0013339156284928322
affectnet7,140,Disgust,0.0028080253396183252
affectnet7,140,Angry,0.009837782941758633
affectnet7,141,Neutral,0.1237156093120575
affectnet7,141,Happy,0.8515340089797974
affectnet7,141,Sad,0.012375899590551853
affectnet7,141,Surprise,0.0009849092457443476
affectnet7,141,Fear,0.0007970883161760867
affectnet7,141,Disgust,0.0017973491922020912
affectnet7,141,Angry,0.008795089088380337
affectnet7,142,Neutral,0.13390173017978668
affectnet7,142,Happy,0.8348041772842407
affectnet7,142,Sad,0.017810355871915817
affectnet7,142,Surprise,0.0011148834601044655
affectnet7,142,Fear,0.0009899962460622191
affectnet7,142,Disgust,0.0018966714851558208
affectnet7,142,Angry,0.00948220957070589
affectnet7,143,Neutral,0.12324892729520798
affectnet7,143,Happy,0.8343638181686401
affectnet7,143,Sad,0.027146220207214355
affectnet7,143,Surprise,0.0013434739084914327
affectnet7,143,Fear,0.0013560863444581628
affectnet7,143,Disgust,0.00276545318774879
affectnet7,143,Angry,0.009775961749255657
affectnet7,144,Neutral,0.11353018134832382
affectnet7,144,Happy,0.8558837175369263
affectnet7,144,Sad,0.017745021730661392
affectnet7,144,Surprise,0.0008506208541803062
affectnet7,144,Fear,0.0006727707223035395
affectnet7,144,Disgust,0.0022543822415173054
affectnet7,144,Angry,0.009063266217708588
affectnet7,145,Neutral,0.11677388846874237
affectnet7,145,Happy,0.8514984846115112
affectnet7,145,Sad,0.01819918118417263
affectnet7,145,Surprise,0.0007471796707250178
affectnet7,145,Fear,0.0006477861315943301
affectnet7,145,Disgust,0.0023484383709728718
affectnet7,145,Angry,0.009784940630197525
affectnet7,146,Neutral,0.11983197927474976
affectnet7,146,Happy,0.8474756479263306
affectnet7,146,Sad,0.018083777278661728
affectnet7,146,Surprise,0.0007990698795765638
affectnet7,146,Fear,0.000693874666467309
affectnet7,146,Disgust,0.002403074176982045
affectnet7,146,Angry,0.010712712071835995
affectnet7,147,Neutral,0.11332733929157257
affectnet7,147,Happy,0.8577836155891418
affectnet7,147,Sad,0.01582372561097145
affectnet7,147,Surprise,0.0007501007057726383
affectnet7,147,Fear,0.0005692542181350291
affectnet7,147,Disgust,0.0020123100839555264
affectnet7,147,Angry,0.009733629412949085
affectnet7,148,Neutral,0.12013079226016998
affectnet7,148,Happy,0.8494147062301636
affectnet7,148,Sad,0.016792846843600273
affectnet7,148,Surprise,0.000634111522231251
affectnet7,148,Fear,0.0005069032777100801
affectnet7,148,Disgust,0.0021034383680671453
affectnet7,148,Angry,0.010417205281555653
affectnet7,149,Neutral,0.11861425638198853
affectnet7,149,Happy,0.8498461842536926
affectnet7,149,Sad,0.01756737194955349
affectnet7,149,Surprise,0.0007750964723527431
affectnet7,149,Fear,0.0006279688677750528
affectnet7,149,Disgust,0.0022490222472697496
affectnet7,149,Angry,0.010319960303604603
affectnet7,150,Neutral,0.11151835322380066
affectnet7,150,Happy,0.8592581152915955
affectnet7,150,Sad,0.0159086175262928
affectnet7,150,Surprise,0.0007685873424634337
affectnet7,150,Fear,0.0005969241028651595
affectnet7,150,Disgust,0.0022428887896239758
affectnet7,150,Angry,0.009706505574285984
affectnet7,151,Neutral,0.11113673448562622
affectnet7,151,Happy,0.8579114675521851
affectnet7,151,Sad,0.01639995351433754
affectnet7,151,Surprise,0.0008458549273200333
affectnet7,151,Fear,0.0006848420016467571
affectnet7,151,Disgust,0.002293830504640937
affectnet7,151,Angry,0.010727283544838428
affectnet7,152,Neutral,0.126104474067688
affectnet7,152,Happy,0.8319911360740662
affectnet7,152,Sad,0.024790963158011436
affectnet7,152,Surprise,0.0012170854024589062
affectnet7,152,Fear,0.0012028600322082639
affectnet7,152,Disgust,0.003054143162444234
affectnet7,152,Angry,0.011639289557933807
affectnet7,153,Neutral,0.1342923492193222
affectnet7,153,Happy,0.810145378112793
affectnet7,153,Sad,0.03683609515428543
affectnet7,153,Surprise,0.0017530408222228289
affectnet7,153,Fear,0.002047704067081213
affectnet7,153,Disgust,0.0036314409226179123
affectnet7,153,Angry,0.011294006370007992
affectnet7,154,Neutral,0.1271171271800995
affectnet7,154,Happy,0.82455974817276
affectnet7,154,Sad,0.030475715175271034
affectnet7,154,Surprise,0.0018496069824323058
affectnet7,154,Fear,0.0020722222980111837
affectnet7,154,Disgust,0.003266492858529091
affectnet7,154,Angry,0.010659081861376762
affectnet7,155,Neutral,0.13567519187927246
affectnet7,155,Happy,0.8088321089744568
affectnet7,155,Sad,0.03540860116481781
affectnet7,155,Surprise,0.001859951764345169
affectnet7,155,Fear,0.0023071151226758957
affectnet7,155,Disgust,0.0036403413396328688
affectnet7,155,Angry,0.012276595458388329
affectnet7,156,Neutral,0.1414412409067154
affectnet7,156,Happy,0.7990685701370239
affectnet7,156,Sad,0.03852095454931259
affectnet7,156,Surprise,0.002149533946067095
affectnet7,156,Fear,0.002666549291461706
affectnet7,156,Disgust,0.003960630390793085
affectnet7,156,Angry,0.012192505411803722
affectnet7,157,Neutral,0.13480116426944733
affectnet7,157,Happy,0.8290737271308899
affectnet7,157,Sad,0.019647862762212753
affectnet7,157,Surprise,0.0018205975648015738
affectnet7,157,Fear,0.0017758541507646441
affectnet7,157,Disgust,0.0028642648831009865
affectnet7,157,Angry,0.01001646276563406
affectnet7,158,Neutral,0.13991643488407135
affectnet7,158,Happy,0.8220434188842773
affectnet7,158,Sad,0.02059749886393547
affectnet7,158,Surprise,0.001787679735571146
affectnet7,158,Fear,0.0018757410580292344
affectnet7,158,Disgust,0.003017757087945938
affectnet7,158,Angry,0.010761474259197712
affectnet7,159,Neutral,0.12382741272449493
affectnet7,159,Happy,0.8374747633934021
affectnet7,159,Sad,0.02043030597269535
affectnet7,159,Surprise,0.0018950325902551413
affectnet7,159,Fear,0.0022142312955111265
affectnet7,159,Disgust,0.003000559750944376
affectnet7,159,Angry,0.01115763746201992
affectnet7,160,Neutral,0.12461376190185547
affectnet7,160,Happy,0.8412540555000305
affectnet7,160,Sad,0.017709124833345413
affectnet7,160,Surprise,0.001502852188423276
affectnet7,160,Fear,0.0015454741660505533
affectnet7,160,Disgust,0.0025973173324018717
affectnet7,160,Angry,0.010777466930449009
affectnet7,161,Neutral,0.12766924500465393
affectnet7,161,Happy,0.8368320465087891
affectnet7,161,Sad,0.018382875248789787
affectnet7,161,Surprise,0.0013722825096920133
affectnet7,161,Fear,0.0014082653215155005
affectnet7,161,Disgust,0.0025638702791184187
affectnet7,161,Angry,0.011771379970014095
affectnet7,162,Neutral,0.13591498136520386
affectnet7,162,Happy,0.804882824420929
affectnet7,162,Sad,0.03908146917819977
affectnet7,162,Surprise,0.001847315113991499
affectnet7,162,Fear,0.002286652335897088
affectnet7,162,Disgust,0.003193171229213476
affectnet7,162,Angry,0.01279347762465477
affectnet7,163,Neutral,0.13407358527183533
affectnet7,163,Happy,0.8068567514419556
affectnet7,163,Sad,0.0388251394033432
affectnet7,163,Surprise,0.001965830335393548
affectnet7,163,Fear,0.00246550259180367
affectnet7,163,Disgust,0.003279463155195117
affectnet7,163,Angry,0.012533829547464848
affectnet7,164,Neutral,0.1266443282365799
affectnet7,164,Happy,0.81828373670578
affectnet7,164,Sad,0.03514799103140831
affectnet7,164,Surprise,0.0019269229378551245
affectnet7,164,Fear,0.0022498241160064936
affectnet7,164,Disgust,0.0032157276291400194
affectnet7,164,Angry,0.012531518004834652
affectnet7,165,Neutral,0.1250186413526535
affectnet7,165,Happy,0.8240941762924194
affectnet7,165,Sad,0.033534374088048935
affectnet7,165,Surprise,0.001839835662394762
affectnet7,165,Fear,0.002068290952593088
affectnet7,165,Disgust,0.002788993762806058
affectnet7,165,Angry,0.010655604302883148
affectnet7,166,Neutral,0.11927587538957596
affectnet7,166,Happy,0.8364512324333191
affectnet7,166,Sad,0.029058260843157768
affectnet7,166,Surprise,0.001604687888175249
affectnet7,166,Fear,0.0015886645996943116
affectnet7,166,Disgust,0.002663561375811696
affectnet7,166,Angry,0.00935779046267271
affectnet7,167,Neutral,0.13347946107387543
affectnet7,167,Happy,0.8166452050209045
affectnet7,167,Sad,0.03388751670718193
affectnet7,167,Surprise,0.001341231749393046
affectnet7,167,Fear,0.0013929802225902677
affectnet7,167,Disgust,0.0027070201467722654
affectnet7,167,Angry,0.01054647658020258
affectnet7,168,Neutral,0.1327001452445984
affectnet7,168,Happy,0.8305095434188843
affectnet7,168,Sad,0.021763328462839127
affectnet7,168,Surprise,0.001222915598191321
affectnet7,168,Fear,0.0012313228799030185
affectnet7,168,Disgust,0.00226086494512856
affectnet7,168,Angry,0.010311893187463284
affectnet7,169,Neutral,0.136443093419075
affectnet7,169,Happy,0.825391411781311
affectnet7,169,Sad,0.02255934476852417
affectnet7,169,Surprise,0.0012919113505631685
affectnet7,169,Fear,0.0013551063602790236
affectnet7,169,Disgust,0.0023316238075494766
affectnet7,169,Angry,0.010627444833517075
affectnet7,170,Neutral,0.1271144598722458
affectnet7,170,Happy,0.8229304552078247
affectnet7,170,Sad,0.033143915235996246
affectnet7,170,Surprise,0.0016694379737600684
affectnet7,170,Fear,0.001827602623961866
affectnet7,170,Disgust,0.0028226831927895546
affectnet7,170,Angry,0.0104914465919137
affectnet7,171,Neutral,0.14575573801994324
affectnet7,171,Happy,0.8014484643936157
affectnet7,171,Sad,0.03320371359586716
affectnet7,171,Surprise,0.001944678253494203
affectnet7,171,Fear,0.0022844925988465548
affectnet7,171,Disgust,0.0030623828060925007
affectnet7,171,Angry,0.012300488539040089
affectnet7,172,Neutral,0.15216794610023499
affectnet7,172,Happy,0.7956300973892212
affectnet7,172,Sad,0.03180219605565071
affectnet7,172,Surprise,0.0019189721206203103
affectnet7,172,Fear,0.00212051160633564
affectnet7,172,Disgust,0.0031002629548311234
affectnet7,172,Angry,0.013260141015052795
affectnet7,173,Neutral,0.14372622966766357
affectnet7,173,Happy,0.8127304315567017
affectnet7,173,Sad,0.027097538113594055
affectnet7,173,Surprise,0.0016991087468340993
affectnet7,173,Fear,0.0016660939436405897
affectnet7,173,Disgust,0.0025805828627198935
affectnet7,173,Angry,0.010499943979084492
affectnet7,174,Neutral,0.12713859975337982
affectnet7,174,Happy,0.8202870488166809
affectnet7,174,Sad,0.03561032563447952
affectnet7,174,Surprise,0.0018887744517996907
affectnet7,174,Fear,0.002027842914685607
affectnet7,174,Disgust,0.0029670516960322857
affectnet7,174,Angry,0.01008048839867115
affectnet7,175,Neutral,0.12472204864025116
affectnet7,175,Happy,0.8235779404640198
affectnet7,175,Sad,0.03526949882507324
affectnet7,175,Surprise,0.0018649534322321415
affectnet7,175,Fear,0.002039805054664612
affectnet7,175,Disgust,0.00294451043009758
affectnet7,175,Angry,0.009581097401678562
affectnet7,176,Neutral,0.1394345611333847
affectnet7,176,Happy,0.8092573285102844
affectnet7,176,Sad,0.03297903761267662
affectnet7,176,Surprise,0.0021825756411999464
affectnet7,176,Fear,0.0023763037752360106
affectnet7,176,Disgust,0.0029234541580080986
affectnet7,176,Angry,0.010846810415387154
affectnet7,177,Neutral,0.1377113312482834
affectnet7,177,Happy,0.7958644032478333
affectnet7,177,Sad,0.046186912804841995
affectnet7,177,Surprise,0.0019463164499029517
affectnet7,177,Fear,0.0026981988921761513
affectnet7,177,Disgust,0.003475483041256666
affectnet7,177,Angry,0.012117221020162106
affectnet7,178,Neutral,0.12974116206169128
affectnet7,178,Happy,0.8295888900756836
affectnet7,178,Sad,0.025727897882461548
affectnet7,178,Surprise,0.0015978692099452019
affectnet7,178,Fear,0.0016288157785311341
affectnet7,178,Disgust,0.0022258104290813208
affectnet7,178,Angry,0.009489687159657478
affectnet7,179,Neutral,0.13387802243232727
affectnet7,179,Happy,0.799332857131958
affectnet7,179,Sad,0.04570496082305908
affectnet7,179,Surprise,0.002263088710606098
affectnet7,179,Fear,0.00296474969945848
affectnet7,179,Disgust,0.0035303363110870123
affectnet7,179,Angry,0.012326016090810299
affectnet7,180,Neutral,0.14556267857551575
affectnet7,180,Happy,0.7972872257232666
affectnet7,180,Sad,0.037002772092819214
affectnet7,180,Surprise,0.0019783745519816875
affectnet7,180,Fear,0.0023712534457445145
affectnet7,180,Disgust,0.002984978025779128
affectnet7,180,Angry,0.012812832370400429
affectnet7,181,Neutral,0.129304438829422
affectnet7,181,Happy,0.8093370199203491
affectnet7,181,Sad,0.04132624715566635
affectnet7,181,Surprise,0.0019692208152264357
affectnet7,181,Fear,0.0025248401798307896
affectnet7,181,Disgust,0.0033531002700328827
affectnet7,181,Angry,0.012185187079012394
affectnet7,182,Neutral,0.132437601685524
affectnet7,182,Happy,0.8036160469055176
affectnet7,182,Sad,0.043221332132816315
affectnet7,182,Surprise,0.0020672506652772427
affectnet7,182,Fear,0.002765817567706108
affectnet7,182,Disgust,0.003359423950314522
affectnet7,182,Angry,0.012532549910247326
affectnet7,183,Neutral,0.12547653913497925
affectnet7,183,Happy,0.8291242122650146
affectnet7,183,Sad,0.02690184861421585
affectnet7,183,Surprise,0.001573067274875939
